Body,Head,Head Coverage,Std_Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasSmokingHabit  CurrentSmoker,0.206897,0.666667,0.666667,66,99,99,?a,0.666666667,0.666666667,0.333333333,0.666666667,22,44,33,66
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  EGFR_Positive,0.056818,0.454545,0.454545,55,121,121,?a,0,0.833333333,0,1,0,55,55,66
?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  EGFR_Positive,0.056818,0.357143,0.357143,55,154,154,?a,0.1,1,0.2,0.8,11,44,110,44
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasSmokingHabit  CurrentSmoker,0.137931,0.444444,0.444444,44,99,99,?a,0.5,0,1,0,44,0,88,11
?a  hasAgeCategory  Old   ,?a  hasSmokingHabit  CurrentSmoker,0.241379,0.538462,0.538462,77,143,143,?a,0.833333333,0.285714286,0.714285714,0.285714286,55,22,66,77
?a  hasGender  Male   ,?a  hasSmokingHabit  CurrentSmoker,0.275862,0.615385,0.615385,88,143,143,?a,0.833333333,0.428571429,0.625,0.375,55,33,66,77
?a  treatmentType  Immunotherapy   ,?a  hasSmokingHabit  CurrentSmoker,0.482759,0.538462,0.538462,154,286,286,?a,0.692307692,0.384615385,0.642857143,0.357142857,99,55,143,143
?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  EGFR_Positive,0.113636,0.5,0.5,110,220,220,?a,0.090909091,1,0.1,0.9,11,99,121,99
?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  EGFR_Positive,0.090909,0.470588,0.470588,88,187,187,?a,0.1,1,0.125,0.875,11,77,110,77
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasSmokingHabit  CurrentSmoker,0.206897,0.5,0.5,66,132,132,?a,0.666666667,0.333333333,0.666666667,0.333333333,44,22,66,66
?a  patientDrug  Nivolumab   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.75,0.75,66,88,88,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  EGFR_Positive,0.113636,0.588235,0.588235,110,187,187,?a,0,1,0,1,0,110,77,110
?a  hasStage  IV   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.75,0.75,66,88,88,?a,0.333333333,1,0.166666667,0.833333333,11,55,33,55
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasSmokingHabit  CurrentSmoker,0.517241,0.652174,0.652174,165,253,253,?a,0.9,0.461538462,0.6,0.4,99,66,110,143
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  EGFR_Positive,0.113636,0.588235,0.588235,110,187,187,?a,0,1,0,1,0,110,77,110
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Positive,0.045455,0.444444,0.444444,44,99,99,?a,0,1,0,1,0,44,55,44
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Positive,0.045455,0.5,0.5,44,88,88,?a,0,1,0,1,0,44,44,44
?a  hasStage  IVB   ,?a  hasBiomarker  EGFR_Positive,0.045455,0.444444,0.444444,44,99,99,?a,0,1,0,1,0,44,55,44
?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Positive,0.045455,0.5,0.5,44,88,88,?a,0,0.8,0,1,0,44,33,55
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.4,0.4,66,165,165,?a,0,1,0,1,0,66,99,66
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.75,0.75,66,88,88,?a,0.666666667,0.8,0.333333333,0.666666667,22,44,33,55
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Positive,0.090909,0.666667,0.666667,88,132,132,?a,0.333333333,1,0.25,0.75,22,66,66,66
?a  patientDrug  Atezolizumab   ,?a  hasBiomarker  EGFR_Positive,0.056818,0.714286,0.714286,55,77,77,?a,0,1,0,1,0,55,22,55
?a  hasBiomarker  EGFR_Negative   ,?a  hasGender  Female,0.206897,0.5,0.5,66,132,132,?a,0.545454545,0,1,0,66,0,121,11
?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  EGFR_Positive,0.090909,0.727273,0.727273,88,121,121,?a,0.4,1,0.25,0.75,22,66,55,66
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Positive,0.136364,0.521739,0.521739,132,253,253,?a,0,0.923076923,0,1,0,132,110,143
?a  type  Patient   ,?a  hasSmokingHabit  CurrentSmoker,0.517241,0.517241,0.517241,165,319,319,?a,0,0,0,0,0,0,0,0
?a  hasBiomarker  PDL1_Positive   ,?a  hasGender  Female,0.344828,0.714286,0.714286,110,154,154,?a,0.6,1,0.6,0.4,66,44,110,44
?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.172414,0.625,0.625,55,88,88,?a,0.5,0.75,0.4,0.6,22,33,44,44
?a  patientDrug  Pemetrexed   ,?a  hasGender  Female,0.37931,0.647059,0.647059,121,187,187,?a,0.714285714,0.6,0.454545455,0.545454545,55,66,77,110
?a  type  Patient   ,?a  hasBiomarker  EGFR_Positive,0.181818,0.551724,0.551724,176,319,319,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.344828,0.588235,0.588235,110,187,187,?a,0.571428571,0.6,0.4,0.6,44,66,77,110
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Positive,0.147727,0.5,0.5,143,286,286,?a,0.076923077,0.923076923,0.076923077,0.923076923,11,132,143,143
?a  hasBiomarker  ROS1_Negative   ,?a  hasGender  Female,0.37931,0.647059,0.647059,121,187,187,?a,0.6,0.714285714,0.545454545,0.454545455,66,55,110,77
?a  hasGender  Female   ,?a  hasBiomarker  EGFR_Positive,0.113636,0.625,0.625,110,176,176,?a,0.25,1,0.2,0.8,22,88,88,88
?a  hasAgeCategory  Old   ,?a  hasBiomarker  EGFR_Positive,0.079545,0.538462,0.538462,77,143,143,?a,0,1,0,1,0,77,66,77
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Positive,0.147727,0.52,0.52,143,275,275,?a,0.083333333,0.923076923,0.076923077,0.923076923,11,132,132,143
?a  hasBiomarker  ALK_Negative   ,?a  hasGender  Female,0.37931,0.55,0.55,121,220,220,?a,0.545454545,0.555555556,0.545454545,0.454545455,66,55,121,99
?a  hasBiomarker  EGFR_Positive   ,?a  hasGender  Female,0.344828,0.625,0.625,110,176,176,?a,1,0.571428571,0.2,0.8,22,88,22,154
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.666667,0.666667,66,99,99,?a,0,1,0,1,0,66,33,66
?a  hasAgeCategory  Young   ,?a  hasBiomarker  EGFR_Positive,0.102273,0.5625,0.5625,99,176,176,?a,0.25,0.875,0.222222222,0.777777778,22,77,88,88
?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.137931,0.5,0.5,44,88,88,?a,0.333333333,0.6,0.25,0.75,11,33,33,55
?a  hasGender  Male   ,?a  hasBiomarker  EGFR_Positive,0.068182,0.461538,0.461538,66,143,143,?a,0,0.857142857,0,1,0,66,66,77
?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.172414,0.625,0.625,55,88,88,?a,0,0,0,0,0,0,0,0
?a  hasStage  IVB   ,?a  hasGender  Female,0.206897,0.666667,0.666667,66,99,99,?a,0.8,0.5,0.666666667,0.333333333,44,22,55,44
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasGender  Female,0.241379,0.466667,0.466667,77,165,165,?a,0.444444444,0.5,0.571428571,0.428571429,44,33,99,66
?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Female,0.275862,0.727273,0.727273,88,121,121,?a,0.8,0.666666667,0.5,0.5,44,44,55,66
?a  hasAgeCategory  Young   ,?a  hasGender  Female,0.37931,0.6875,0.6875,121,176,176,?a,0.75,0.625,0.545454545,0.454545455,66,55,88,88
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.172414,0.625,0.625,55,88,88,?a,1,0.4,0.6,0.4,33,22,33,55
?a  hasStage  IV   ,?a  hasGender  Female,0.172414,0.625,0.625,55,88,88,?a,1,0.4,0.6,0.4,33,22,33,55
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.310345,0.75,0.75,99,132,132,?a,0.833333333,0.666666667,0.555555556,0.444444444,55,44,66,66
?a  hasAgeCategory  Old   ,?a  hasGender  Female,0.172414,0.384615,0.384615,55,143,143,?a,0.333333333,0.428571429,0.4,0.6,22,33,66,77
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.172414,0.555556,0.555556,55,99,99,?a,0,0.833333333,0,1,0,55,33,66
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.413793,0.521739,0.521739,132,253,253,?a,0.5,0.538461538,0.416666667,0.583333333,55,77,110,143
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.241379,0.777778,0.777778,77,99,99,?a,0.75,1,0.857142857,0.142857143,66,11,88,11
?a  treatmentType  Immunotherapy   ,?a  hasGender  Female,0.482759,0.538462,0.538462,154,286,286,?a,0.538461538,0.538461538,0.5,0.5,77,77,143,143
?a  patientDrug  Nivolumab   ,?a  patientDrug  Carboplatin,0.031746,0.5,0.5,44,88,88,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.137931,0.363636,0.363636,44,121,121,?a,0.4,0.333333333,0.5,0.5,22,22,55,66
?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Carboplatin,0.055556,0.583333,0.583333,77,132,132,?a,0.636363636,0,1,0,77,0,121,11
?a  hasRelapse_Progression  Progression   ,?a  hasGender  Female,0.448276,0.52,0.52,143,275,275,?a,0.583333333,0.461538462,0.538461538,0.461538462,77,66,132,143
?a  patientDrug  Atezolizumab   ,?a  hasGender  Female,0.137931,0.571429,0.571429,44,77,77,?a,0.5,0.6,0.25,0.75,11,33,22,55
?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.275862,0.615385,0.615385,88,143,143,?a,0.555555556,0.75,0.625,0.375,55,33,99,44
?a  patientDrug  Docetaxel   ,?a  patientDrug  Carboplatin,0.039683,0.625,0.625,55,88,88,?a,0.5,0.75,0.4,0.6,22,33,44,44
?a  hasBiomarker  PDL1_Positive   ,?a  patientDrug  Carboplatin,0.063492,0.571429,0.571429,88,154,154,?a,0.5,0.75,0.625,0.375,55,33,110,44
?a  hasStage  IV   ,?a  patientDrug  Carboplatin,0.031746,0.5,0.5,44,88,88,?a,0.333333333,0.6,0.25,0.75,11,33,33,55
?a  patientDrug  Atezolizumab   ,?a  patientDrug  Carboplatin,0.039683,0.714286,0.714286,55,77,77,?a,0,1,0,1,0,55,22,55
?a  patientDrug  Pemetrexed   ,?a  patientDrug  Carboplatin,0.087302,0.647059,0.647059,121,187,187,?a,0.428571429,0.8,0.272727273,0.727272727,33,88,77,110
?a  hasBiomarker  EGFR_Positive   ,?a  patientDrug  Carboplatin,0.079365,0.625,0.625,110,176,176,?a,0,0.714285714,0,1,0,110,22,154
?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Carboplatin,0.063492,0.615385,0.615385,88,143,143,?a,0.666666667,0.5,0.75,0.25,66,22,99,44
?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Carboplatin,0.111111,0.7,0.7,154,220,220,?a,0.636363636,0.777777778,0.5,0.5,77,77,121,99
?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Carboplatin,0.087302,0.647059,0.647059,121,187,187,?a,0.5,0.857142857,0.454545455,0.545454545,55,66,110,77
?a  patientDrug  Vinorelbine   ,?a  patientDrug  Carboplatin,0.047619,0.75,0.75,66,88,88,?a,0.666666667,0.8,0.333333333,0.666666667,22,44,33,55
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Carboplatin,0.055556,0.777778,0.777778,77,99,99,?a,0.8,0.75,0.571428571,0.428571429,44,33,55,44
?a  hasGender  Male   ,?a  patientDrug  Carboplatin,0.055556,0.538462,0.538462,77,143,143,?a,0.5,0.571428571,0.428571429,0.571428571,33,44,66,77
?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Carboplatin,0.047619,0.666667,0.666667,66,99,99,?a,0.333333333,0.833333333,0.166666667,0.833333333,11,55,33,66
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Carboplatin,0.039683,0.454545,0.454545,55,121,121,?a,0.2,0.666666667,0.2,0.8,11,44,55,66
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Carboplatin,0.087302,0.733333,0.733333,121,165,165,?a,0.666666667,0.833333333,0.545454545,0.454545455,66,55,99,66
?a  hasStage  IVB   ,?a  patientDrug  Carboplatin,0.047619,0.666667,0.666667,66,99,99,?a,0.6,0.75,0.5,0.5,33,33,55,44
?a  hasAgeCategory  Old   ,?a  patientDrug  Carboplatin,0.079365,0.769231,0.769231,110,143,143,?a,0.666666667,0.857142857,0.4,0.6,44,66,66,77
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Carboplatin,0.119048,0.6,0.6,165,275,275,?a,0.5,0.692307692,0.4,0.6,66,99,132,143
?a  hasGender  Female   ,?a  patientDrug  Carboplatin,0.079365,0.625,0.625,110,176,176,?a,0.5,0.75,0.4,0.6,44,66,88,88
?a  type  Patient   ,?a  hasGender  Female,0.551724,0.551724,0.551724,176,319,319,?a,0,0,0,0,0,0,0,0
?a  hasAgeCategory  Young   ,?a  patientDrug  Carboplatin,0.055556,0.4375,0.4375,77,176,176,?a,0.375,0.5,0.428571429,0.571428571,33,44,88,88
?a  treatmentType  Immunotherapy   ,?a  patientDrug  Carboplatin,0.126984,0.615385,0.615385,176,286,286,?a,0.538461538,0.692307692,0.4375,0.5625,77,99,143,143
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Carboplatin,0.031746,0.444444,0.444444,44,99,99,?a,0.375,1,0.75,0.25,33,11,88,11
?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Pembrolizumab,0.071429,0.75,0.75,99,132,132,?a,0.727272727,1,0.888888889,0.111111111,88,11,121,11
?a  patientDrug  Cisplatin   ,?a  patientDrug  Pembrolizumab,0.039683,0.454545,0.454545,55,121,121,?a,0.6,0.333333333,0.6,0.4,33,22,55,66
?a  hasBiomarker  EGFR_Positive   ,?a  patientDrug  Pembrolizumab,0.02381,0.1875,0.1875,33,176,176,?a,0,0.214285714,0,1,0,33,22,154
?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Carboplatin,0.063492,0.666667,0.666667,88,132,132,?a,0.5,0.833333333,0.375,0.625,33,55,66,66
?a  hasStage  IVA   ,?a  patientDrug  Pembrolizumab,0.031746,0.666667,0.666667,44,66,66,?a,0.75,0.5,0.75,0.25,33,11,44,22
?a  patientDrug  Pemetrexed   ,?a  patientDrug  Pembrolizumab,0.063492,0.470588,0.470588,88,187,187,?a,0.714285714,0.3,0.625,0.375,55,33,77,110
?a  type  Patient   ,?a  patientDrug  Carboplatin,0.134921,0.586207,0.586207,187,319,319,?a,0,0,0,0,0,0,0,0
?a  patientDrug  Docetaxel   ,?a  patientDrug  Pembrolizumab,0.031746,0.5,0.5,44,88,88,?a,0.5,0.5,0.5,0.5,22,22,44,44
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pembrolizumab,0.039683,0.555556,0.555556,55,99,99,?a,0.8,0.25,0.8,0.2,44,11,55,44
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Pembrolizumab,0.063492,0.533333,0.533333,88,165,165,?a,0.666666667,0.333333333,0.75,0.25,66,22,99,66
?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Pembrolizumab,0.063492,0.470588,0.470588,88,187,187,?a,0.6,0.285714286,0.75,0.25,66,22,110,77
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Pembrolizumab,0.103175,0.52,0.52,143,275,275,?a,0.75,0.307692308,0.692307692,0.307692308,99,44,132,143
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Carboplatin,0.126984,0.695652,0.695652,176,253,253,?a,0.7,0.692307692,0.4375,0.5625,77,99,110,143
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Pembrolizumab,0.031746,0.363636,0.363636,44,121,121,?a,0.6,0.166666667,0.75,0.25,33,11,55,66
?a  hasStage  IVB   ,?a  patientDrug  Pembrolizumab,0.031746,0.444444,0.444444,44,99,99,?a,0.6,0.25,0.75,0.25,33,11,55,44
?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Pembrolizumab,0.071429,0.45,0.45,99,220,220,?a,0.636363636,0.222222222,0.777777778,0.222222222,77,22,121,99
?a  hasBiomarker  PDL1_Positive   ,?a  patientDrug  Pembrolizumab,0.071429,0.642857,0.642857,99,154,154,?a,0.7,0.5,0.777777778,0.222222222,77,22,110,44
?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Pembrolizumab,0.039683,0.555556,0.555556,55,99,99,?a,0.666666667,0.5,0.4,0.6,22,33,33,66
?a  hasAgeCategory  Old   ,?a  patientDrug  Pembrolizumab,0.039683,0.384615,0.384615,55,143,143,?a,0.833333333,0,1,0,55,0,66,77
?a  hasAgeCategory  Young   ,?a  patientDrug  Pembrolizumab,0.063492,0.5,0.5,88,176,176,?a,0.5,0.5,0.5,0.5,44,44,88,88
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Pembrolizumab,0.031746,0.444444,0.444444,44,99,99,?a,0.5,0,1,0,44,0,88,11
?a  hasGender  Male   ,?a  patientDrug  Pembrolizumab,0.039683,0.384615,0.384615,55,143,143,?a,0.666666667,0.142857143,0.8,0.2,44,11,66,77
?a  hasGender  Female   ,?a  patientDrug  Pembrolizumab,0.063492,0.5,0.5,88,176,176,?a,0.625,0.375,0.625,0.375,55,33,88,88
?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  EGFR_Negative,0.090909,0.571429,0.571429,88,154,154,?a,0.8,0,1,0,88,0,110,44
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Pembrolizumab,0.087302,0.478261,0.478261,121,253,253,?a,0.7,0.307692308,0.636363636,0.363636364,77,44,110,143
?a  type  Patient   ,?a  patientDrug  Pembrolizumab,0.103175,0.448276,0.448276,143,319,319,?a,0,0,0,0,0,0,0,0
?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.75,0.75,33,44,44,?a,0.75,0,1,0,33,0,44,0
?a  patientDrug  Carboplatin   ,?a  patientDrug  Pembrolizumab,0.063492,0.470588,0.470588,88,187,187,?a,0.857142857,0.2,0.75,0.25,66,22,77,110
?a  hasStage  IVB   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.555556,0.555556,55,99,99,?a,1,0,1,0,55,0,55,44
?a  hasGender  Male   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.461538,0.461538,66,143,143,?a,0.833333333,0.142857143,0.833333333,0.166666667,55,11,66,77
?a  hasGender  Female   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.375,0.375,66,176,176,?a,0.75,0,1,0,66,0,88,88
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.545455,0.545455,66,121,121,?a,1,0.166666667,0.833333333,0.166666667,55,11,55,66
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.411765,0.411765,77,187,187,?a,1,0,1,0,77,0,77,110
?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.5,0.5,44,88,88,?a,1,0.2,0.75,0.25,33,11,33,55
?a  treatmentType  Immunotherapy   ,?a  patientDrug  Pembrolizumab,0.103175,0.5,0.5,143,286,286,?a,0.692307692,0.307692308,0.692307692,0.307692308,99,44,143,143
?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  EGFR_Negative,0.113636,0.5,0.5,110,220,220,?a,0.909090909,0,1,0,110,0,121,99
?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pembrolizumab,0.031746,0.333333,0.333333,44,132,132,?a,0.5,0.166666667,0.75,0.25,33,11,66,66
?a  patientDrug  Other   ,?a  hasBiomarker  EGFR_Negative,0.034091,0.75,0.75,33,44,44,?a,1,0,1,0,33,0,33,11
?a  hasAgeCategory  Young   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.4375,0.4375,77,176,176,?a,0.75,0.125,0.857142857,0.142857143,66,11,88,88
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  EGFR_Negative,0.079545,0.411765,0.411765,77,187,187,?a,1,0,1,0,77,0,77,110
?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.529412,0.529412,99,187,187,?a,0.9,0,1,0,99,0,110,77
?a  type  Patient   ,?a  hasBiomarker  EGFR_Negative,0.136364,0.413793,0.413793,132,319,319,?a,0,0,0,0,0,0,0,0
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.068182,0.666667,0.666667,66,99,99,?a,0.75,0,1,0,66,0,88,11
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.333333,0.333333,44,132,132,?a,0.666666667,0,1,0,44,0,66,66
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.045455,0.5,0.5,44,88,88,?a,1,0,1,0,44,0,44,44
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.136364,0.461538,0.461538,132,286,286,?a,0.846153846,0.076923077,0.916666667,0.083333333,121,11,143,143
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.125,0.478261,0.478261,121,253,253,?a,1,0.076923077,0.909090909,0.090909091,110,11,110,143
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.555556,0.555556,55,99,99,?a,1,0,1,0,55,0,55,44
?a  patientDrug  Nivolumab   ,?a  patientDrug  Pemetrexed,0.039683,0.625,0.625,55,88,88,?a,0,0,0,0,0,0,0,0
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.6,0.6,99,165,165,?a,1,0,1,0,99,0,99,66
?a  patientDrug  Carboplatin   ,?a  patientDrug  Pemetrexed,0.087302,0.647059,0.647059,121,187,187,?a,0.428571429,0.8,0.272727273,0.727272727,33,88,77,110
?a  patientDrug  Vinorelbine   ,?a  patientDrug  Pemetrexed,0.031746,0.5,0.5,44,88,88,?a,0.333333333,0.6,0.25,0.75,11,33,33,55
?a  hasAgeCategory  Old   ,?a  hasBiomarker  EGFR_Negative,0.056818,0.384615,0.384615,55,143,143,?a,0.833333333,0,1,0,55,0,66,77
?a  patientDrug  Paclitaxel   ,?a  patientDrug  Pemetrexed,0.031746,0.444444,0.444444,44,99,99,?a,0.2,0.75,0.25,0.75,11,33,55,44
?a  hasStage  IVB   ,?a  patientDrug  Pemetrexed,0.055556,0.777778,0.777778,77,99,99,?a,0.8,0.75,0.571428571,0.428571429,44,33,55,44
?a  hasStage  IV   ,?a  patientDrug  Pemetrexed,0.039683,0.625,0.625,55,88,88,?a,0.666666667,0.6,0.4,0.6,22,33,33,55
?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.102273,0.692308,0.692308,99,143,143,?a,0.888888889,0.25,0.888888889,0.111111111,88,11,99,44
?a  hasBiomarker  ALK_Negative   ,?a  patientDrug  Pemetrexed,0.103175,0.65,0.65,143,220,220,?a,0.545454545,0.777777778,0.461538462,0.538461538,66,77,121,99
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Negative,0.125,0.44,0.44,121,275,275,?a,0.833333333,0.076923077,0.909090909,0.090909091,110,11,132,143
?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Pemetrexed,0.055556,0.636364,0.636364,77,121,121,?a,0.2,1,0.142857143,0.857142857,11,66,55,66
?a  patientDrug  Pembrolizumab   ,?a  patientDrug  Pemetrexed,0.063492,0.615385,0.615385,88,143,143,?a,0.555555556,0.75,0.625,0.375,55,33,99,44
?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Pemetrexed,0.071429,0.6,0.6,99,165,165,?a,0.666666667,0.5,0.666666667,0.333333333,66,33,99,66
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Pemetrexed,0.039683,0.555556,0.555556,55,99,99,?a,0.5,1,0.8,0.2,44,11,88,11
?a  hasAgeCategory  Old   ,?a  patientDrug  Pemetrexed,0.063492,0.615385,0.615385,88,143,143,?a,0.5,0.714285714,0.375,0.625,33,55,66,77
?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Pemetrexed,0.134921,0.68,0.68,187,275,275,?a,0.583333333,0.769230769,0.411764706,0.588235294,77,110,132,143
?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Pemetrexed,0.055556,0.583333,0.583333,77,132,132,?a,0.636363636,0,1,0,77,0,121,11
?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Pemetrexed,0.119048,0.652174,0.652174,165,253,253,?a,0.6,0.692307692,0.4,0.6,66,99,110,143
?a  hasAgeCategory  Young   ,?a  patientDrug  Pemetrexed,0.071429,0.5625,0.5625,99,176,176,?a,0.5,0.625,0.444444444,0.555555556,44,55,88,88
?a  type  Patient   ,?a  patientDrug  Pemetrexed,0.134921,0.586207,0.586207,187,319,319,?a,0,0,0,0,0,0,0,0
?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Pemetrexed,0.063492,0.666667,0.666667,88,132,132,?a,0.5,0.833333333,0.375,0.625,33,55,66,66
?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  ALK_Negative,0.045455,1,1,44,44,44,?a,1,0,1,0,44,0,44,0
?a  patientDrug  Docetaxel   ,?a  patientDrug  Pemetrexed,0.047619,0.75,0.75,66,88,88,?a,0.5,1,0.333333333,0.666666667,22,44,44,44
?a  patientDrug  Cisplatin   ,?a  patientDrug  Pemetrexed,0.063492,0.727273,0.727273,88,121,121,?a,0.8,0.666666667,0.5,0.5,44,44,55,66
?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Pemetrexed,0.087302,0.647059,0.647059,121,187,187,?a,0.6,0.714285714,0.545454545,0.454545455,66,55,110,77
?a  hasStage  IVB   ,?a  hasBiomarker  ALK_Negative,0.102273,1,1,99,99,99,?a,1,1,0.555555556,0.444444444,55,44,55,44
